Price,Close,High,Low,Open,Volume
2015-06-12,28.51921272277832,28.77935577283128,28.505757637765978,28.74795943382105,147544800
2015-06-15,28.463150024414062,28.534913335578192,28.191794950606823,28.27925643262022,175955600
2015-06-16,28.61564064025879,28.67170576757551,28.3398011720048,28.48781221841555,125976400
2015-06-17,28.548368453979492,28.678438271522495,28.422781383597965,28.642557473536485,131672400
2015-06-18,28.67844009399414,28.77487220423219,28.530429012566156,28.53267209726164,141628800
2015-06-19,28.39137840270996,28.664976481116188,28.34652698797561,28.640307689720753,218867600
2015-06-22,28.617889404296875,28.7188059691074,28.499031584550888,28.590977521893688,136157200
2015-06-23,28.487817764282227,28.61788929561195,28.454178339149056,28.588736039681727,121075600
2015-06-24,28.73002052307129,29.109021417570688,28.508003047398923,28.52818567656355,221123600
2015-06-25,28.593215942382812,28.9744581372258,28.593215942382812,28.89821038264599,127752400
2015-06-26,28.42502212524414,28.703104702860742,28.37120007721526,28.631341401831552,176267200
2015-06-29,27.92716407775879,28.362230062047647,27.91595207762097,28.135726443209705,196645600
2015-06-30,28.128995895385742,28.283736195113875,28.001167472862647,28.16039222997233,177482800
2015-07-01,28.39137840270996,28.46762786092452,28.25457936350685,28.45865723578329,120955200
2015-07-02,28.355506896972656,28.411572039232745,28.205251015376632,28.353263812209992,108844000
2015-07-06,28.256826400756836,28.308407074792264,27.998926452523776,28.01911078965835,112241600
2015-07-07,28.18730926513672,28.290468913508555,27.75672770592408,28.232160691047177,187787200
2015-07-08,27.487607955932617,27.951827097826204,27.480880415045597,27.91594630943818,243046400
2015-07-09,26.92696189880371,27.821760938756253,26.73634078957682,27.77466643254528,314380000
2015-07-10,27.646835327148438,27.774663749077142,27.182616141094524,27.34632706579643,245418000
2015-07-13,28.18057632446289,28.20300203312256,27.880066353313264,28.039291109060375,165762000
2015-07-14,28.169368743896484,28.339807246544346,28.041540294653657,28.265800851990008,127072400
2015-07-15,28.44072151184082,28.51472790040736,28.162638922315423,28.194035260924476,134596800
2015-07-16,28.819719314575195,28.833177820731756,28.559577990959436,28.647039460284496,144889600
2015-07-17,29.068649291992188,29.068649291992188,28.774868540267114,28.94755010941288,184658800
2015-07-20,29.618080139160156,29.819913181278427,29.3108409867647,29.37139226817738,235600800
2015-07-21,29.322063446044922,29.808708371380416,29.225633063478252,29.793011914147154,307025600
2015-07-22,28.081905364990234,28.14469804304387,27.35754306093514,27.35754306093514,461802400
2015-07-23,28.068445205688477,28.501266331307747,28.046017786747672,28.30167462173187,203998000
2015-07-24,27.92043685913086,28.198519445964873,27.785880879112604,28.104330431049306,168649200
2015-07-27,27.5324649810791,27.72084471917167,27.386697002890582,27.604228283454344,177822000
2015-07-28,27.669269561767578,27.788129105599676,27.483134581935563,27.669269561767578,134472400
2015-07-29,27.581806182861328,27.696179549140552,27.420338303637084,27.61768869423219,148046800
2015-07-30,27.442764282226562,27.487615708103714,27.29475149708196,27.431550570271163,134513200
2015-07-31,27.202800750732422,27.503309015112233,27.11533928805639,27.494338389328547,171540000
2015-08-03,26.56142234802246,27.48761788232665,26.35510132414015,27.247659141861902,279904000
2015-08-04,25.70923614501953,26.395473062813632,25.397514034585434,26.33268036588772,496554400
2015-08-05,25.87966537475586,26.337157058984335,25.139604945068488,25.330226052420674,397250400
2015-08-06,25.935985565185547,26.24461383155651,25.70845839090312,26.125218009291764,211612000
2015-08-07,26.02383804321289,26.188289996847722,25.794057674314534,25.812080135836588,154681600
2015-08-10,26.969999313354492,27.03082297860559,26.25136948728456,26.25136948728456,219806400
2015-08-11,25.566532135009766,26.62307544621346,25.53048892601448,26.53972283991694,388331200
2015-08-12,25.960763931274414,26.00131361469032,24.696967469981434,25.35026716114142,404870000
2015-08-13,25.94048500061035,26.222079493194666,25.803066750731894,26.140980141833072,194143200
2015-08-14,26.122961044311523,26.201807168640773,25.683674266822425,25.7535091599831,171718000
2015-08-17,26.393301010131836,26.50368561843288,26.019342534862997,26.140991615298024,163538800
2015-08-18,26.244611740112305,26.456371389120584,26.134227159098433,26.22884251425318,138242800
2015-08-19,25.908950805664062,26.249115771038937,25.834609434933128,26.15450041849957,193146000
2015-08-20,25.377302169799805,25.760270085103105,25.14752004564438,25.699446416189495,274006400
2015-08-21,23.825149536132812,25.208341675460733,23.800369080972498,24.877186246242456,513102000
2015-08-24,23.230424880981445,24.509990599551127,20.725359116819185,21.371900829744945,648825200
2015-08-25,23.370092391967773,25.030374333971082,23.316026724282544,25.030374333971082,414406400
2015-08-26,24.710485458374023,24.755539898808536,23.665206628099416,24.124767420424977,387098400
2015-08-27,25.438127517700195,25.510215661293543,24.784827749607206,25.282688478565206,338464400
2015-08-28,25.521474838256836,25.525979594358386,25.127242508783635,25.269165528656025,212657600
2015-08-31,25.402088165283203,25.80082539415544,25.230878153713622,25.237636149652904,224917200
2015-09-01,24.266698837280273,25.203844861660098,24.185599447253907,24.814118860599645,307383600
2015-09-02,25.307462692260742,25.307462692260742,24.584328147835954,24.832132708397356,247555200
2015-09-03,24.863666534423828,25.406579791790417,24.78932518008018,25.34124966694748,212935600
2015-09-04,24.615867614746094,24.881692929927983,24.444659371468504,24.548285956204943,199985200
2015-09-08,25.300704956054688,25.357023862443352,24.852406942441565,25.174551155733397,219374400
2015-09-09,24.81411361694336,25.685929297421087,24.728507768495984,25.627358864892383,340043200
2015-09-10,25.35927391052246,25.51921937830405,24.75778847843188,24.84113934942549,251571200
2015-09-11,25.728727340698242,25.728727340698242,25.17680278092092,25.183560774260123,199662000
2015-09-14,25.97653579711914,26.332471752308543,25.875162437635133,26.26263684771809,233453600
2015-09-15,26.195056915283203,26.251375837690922,25.77604399507241,26.11621076765582,173364800
2015-09-16,26.224332809448242,26.253618018027414,26.00581520754931,26.188287889304902,148694000
2015-09-17,25.66339874267578,26.242357029165714,25.618344305241134,26.055379566966984,256450400
2015-09-18,25.557518005371094,25.749003654376327,25.201583837512686,25.278176722141534,297141200
2015-09-21,25.953998565673828,25.990043482346767,25.604822458664906,25.607073976919796,200888000
2015-09-22,25.5462589263916,25.721973657520948,25.348015255401112,25.541752450932652,201384800
2015-09-23,25.753507614135742,25.843618201695993,25.52372724863778,25.59806689356222,143026800
2015-09-24,25.906700134277344,26.019337960948114,25.31422578472715,25.512467740929644,200878000
2015-09-25,25.841367721557617,26.28741423227863,25.68592698439903,26.231095323883974,224607600
2015-09-28,25.32999038696289,25.809826822233777,25.32999038696289,25.647628106447414,208436000
2015-09-29,24.56856346130371,25.571041201228663,24.298233350940198,25.417853680364825,293461600
2015-09-30,24.8479061126709,25.12724745125998,24.494223393409246,24.818619176742185,265892000
2015-10-01,24.685707092285156,24.69471832487898,24.174330384566158,24.570816025110002,255716400
2015-10-02,24.865924835205078,25.007849590157385,24.228396072262765,24.33202266171175,232079200
2015-10-05,24.95603370666504,25.088947220448052,24.570812590392187,24.753285298438104,208258800
2015-10-06,25.0754337310791,25.172302335816095,24.728509000595842,24.92224621006983,192787200
2015-10-07,24.95603370666504,25.179056096356344,24.6474071973742,25.172298102534885,187062400
2015-10-08,24.66768455505371,24.823125309088653,24.37707874993993,24.823125309088653,247918400
2015-10-09,25.257905960083008,25.293949169584454,24.665429913192597,24.78032097349221,211064400
2015-10-12,25.140756607055664,25.399823890704134,25.104713404801398,25.395319134941012,121868800
2015-10-13,25.183565139770508,25.332246175155987,24.933509030574335,24.965047484102065,132197200
2015-10-14,24.827627182006836,25.122737709765538,24.681197677548827,25.07092527691707,177849600
2015-10-15,25.199329376220703,25.253395040316168,24.890701177856,24.989822994294745,150694000
2015-10-16,25.014610290527344,25.230874724779422,24.899719219021982,25.181313803003892,156930400
2015-10-19,25.1700496673584,25.174554424219043,24.805102487839708,24.96054323964307,119036800
2015-10-20,25.62960433959961,25.719714923637646,24.965042004912387,25.08218456106033,195871200
2015-10-21,25.62735939025879,26.037361019949046,25.613841682022336,25.681425067053965,167180800
2015-10-22,26.019330978393555,26.019330978393555,25.703944804609147,25.755758947208253,166616400
2015-10-23,26.825822830200195,26.859614518944007,26.20631483852487,26.28966572288069,237467600
2015-10-26,25.96977424621582,26.611809445371954,25.888674882246978,26.600546695147568,265335200
2015-10-27,25.805326461791992,26.253624525211848,25.679170928737967,25.996810421044348,279537600
2015-10-28,26.86862564086914,26.875385353996066,26.145491020799188,26.341481452277073,342205600
2015-10-29,27.152467727661133,27.188512648558277,26.643344391645773,26.74021296816131,204909200
2015-10-30,26.920440673828125,27.307915074002604,26.909176203632672,27.256100917307105,197461200
2015-11-02,27.298906326293945,27.339456016484764,26.945223585797322,27.21330218865422,128813200
2015-11-03,27.612031936645508,27.81928508901413,27.190765919767003,27.211041618757704,182076000
2015-11-04,27.483631134033203,27.893632775644694,27.398027000058736,27.738192016782467,179544400
2015-11-05,27.35693359375,27.757379260931657,27.18951651861595,27.5673368105555,158210800
2015-11-06,27.388601303100586,27.55828122538361,27.289056922424475,27.399913988348825,132169200
2015-11-09,27.277748107910156,27.558285135925956,27.160104104572454,27.36598154193185,135485600
2015-11-10,26.41803741455078,26.71215003121332,26.257407261967753,26.447449711861307,236511600
2015-11-11,26.268712997436523,26.565086692321973,26.06509675717909,26.327535850416076,180872000
2015-11-12,26.18048858642578,26.429352198532804,26.164651858184623,26.30265837260354,130102400
2015-11-13,25.41579246520996,26.146548185860336,25.399955739428616,26.062838791831144,183249600
2015-11-16,25.832073211669922,25.84564705404138,25.112630222732484,25.19860076787428,152426800
2015-11-17,25.721216201782227,26.028902620835975,25.637506812779492,25.999490327526974,110467600
2015-11-18,26.535680770874023,26.580928065036172,26.130711101650345,26.189533964920045,186698800
2015-11-19,26.872777938842773,27.09223094163995,26.415774051115907,26.61486456316274,173183200
2015-11-20,26.990428924560547,27.13069660030205,26.888619903121032,26.967803546858004,137148400
2015-11-23,26.639755249023438,27.087711128606927,26.54699603705064,26.983639228221964,129930000
2015-11-24,26.895402908325195,27.001735954171995,26.497221864655707,26.544732043977394,171212800
2015-11-25,26.70309829711914,26.97458724505639,26.67821176707305,26.97006147991692,85553200
2015-11-27,26.6533260345459,26.789071375613116,26.605815855601858,26.76192196218493,52185600
2015-11-30,26.76418685913086,27.01531334250213,26.639754195812177,26.69405130068131,156721200
2015-12-01,26.546998977661133,26.879572031360514,26.43840475160058,26.865998184621468,139409600
2015-12-02,26.307186126708984,26.721205728421822,26.261938818509684,26.54699996709877,133546400
2015-12-03,26.06283950805664,26.42256189793782,25.841125341024956,26.36826479749161,166278000
2015-12-04,26.92933464050293,26.979107693971734,26.04247465928576,26.08319790975356,231108000
2015-12-07,26.75966453552246,27.11712411787693,26.653331468840836,26.918033557032523,128336800
2015-12-08,26.748342514038086,26.832050167273742,26.43839324845177,26.58771067583665,137238000
2015-12-09,26.15786361694336,26.62618024398069,26.03569383692399,26.614867556061295,185445600
2015-12-10,26.282289505004883,26.456495199486152,26.132972064380155,26.252878938567427,116850800
2015-12-11,25.6058406829834,26.10583082535803,25.531181076265824,26.060583520357465,187544800
2015-12-14,25.44746971130371,25.492717009764363,24.83888370838732,25.37959703753894,257274800
2015-12-15,24.99724578857422,25.519861125468523,24.965572341013768,25.32529467555522,213292400
2015-12-16,25.189556121826172,25.33661243989637,24.614908146843884,25.128472092574132,224954000
2015-12-17,24.655630111694336,25.39543397675632,24.655630111694336,25.343398029625458,179091200
2015-12-18,23.98822021484375,24.777797110715454,23.93844715259232,24.639792337300673,385813200
2015-12-21,24.282333374023438,24.291383178826663,23.884150593050297,24.271020686500957,190362400
2015-12-22,24.25971031188965,24.370567402781692,24.083241703068634,24.298170688678386,131157600
2015-12-23,24.57192039489746,24.626217498021944,24.252921246134328,24.268757973132043,130629600
2015-12-24,24.440702438354492,24.660155474251308,24.42260282741841,24.660155474251308,54281600
2015-12-28,24.166950225830078,24.363779594235346,24.022156802890713,24.341154219466148,106816800
2015-12-29,24.601327896118164,24.757433989953327,24.17599747691878,24.19862112322459,123724800
2015-12-30,24.280065536499023,24.592275971165964,24.24839208918818,24.56512828837005,100855200
2015-12-31,23.814014434814453,24.21445833327651,23.714468317786633,24.20993429435416,163649200
2016-01-04,23.834375381469727,23.83890114650032,23.076471989765675,23.214478479947225,270597600
2016-01-05,23.23710060119629,23.947493769878403,23.16922966485619,23.924870124431703,223164000
2016-01-06,22.78236198425293,23.160184007754427,22.594584139961913,22.750688529742455,273829600
2016-01-07,21.82084083557129,22.653403857602136,21.81631679638618,22.325356645359758,324377600
2016-01-08,21.93622398376465,22.422640191298093,21.890976687001704,22.295946379502862,283192000
2016-01-11,22.291423797607422,22.41133070461942,22.022197683020806,22.390969935990505,198957600
2016-01-12,22.614940643310547,22.780096533043196,22.36155132892197,22.74842308450381,196616800
2016-01-13,22.033506393432617,22.89321880806139,22.0131456284801,22.696389449818714,249758400
2016-01-14,22.51539421081543,22.732586034939704,21.66020766034241,22.162460517242046,252680400
2016-01-15,21.974679946899414,22.105899497671036,21.57423610011343,21.76427677965298,319335600
2016-01-19,21.86835479736328,22.31857182283569,21.605915622025318,22.264274717138616,212350800
2016-01-20,21.89776039123535,22.2144966002557,21.13533129768815,21.51541440329787,289337600
2016-01-21,21.78690528869629,22.14436305543964,21.479218855141625,21.958846387508764,208646000
2016-01-22,22.94525718688965,22.954306992756898,22.255226318733012,22.31404746775918,263202000
2016-01-25,22.497303009033203,22.97014371445254,22.44526705683098,22.967880831467927,207178000
2016-01-26,22.621728897094727,22.823082285847043,22.187348669184583,22.608155054370535,300308000
2016-01-27,21.135337829589844,21.861567934629136,21.117238217521038,21.728087179288206,533478800
2016-01-28,21.28691291809082,21.384196151243028,20.90230575041386,21.219041978775017,222715200
2016-01-29,22.022193908691406,22.022193908691406,21.345737002796966,21.445283124119083,257666000
2016-02-01,21.816316604614258,21.879663509091227,21.583289751970966,21.82536640897864,163774000
2016-02-02,21.375154495239258,21.728088318718957,21.32990546269436,21.587818906940925,149428800
2016-02-03,21.798213958740234,21.909071026129215,21.284650146650772,21.492790439810253,183857200
2016-02-04,21.97336769104004,22.139419786598744,21.652639308440207,21.805042169217714,185886800
2016-02-05,21.386497497558594,22.04615371528405,21.311434527764984,21.955166351556468,185672400
2016-02-08,21.611692428588867,21.768643858114547,21.16358107706259,21.184052323567805,216085600
2016-02-09,21.607139587402344,21.823234776151654,21.36602456765376,21.447913015009785,177324800
2016-02-10,21.44336700439453,21.916499965266436,21.40469793410092,21.818688841003876,169374400
2016-02-11,21.31371307373047,21.545730993744066,21.061223903066278,21.334186059821096,200298800
2016-02-12,21.379674911499023,21.49568384994566,21.156757680456938,21.425169463556387,161405600
2016-02-16,21.982463836669922,22.030231813794398,21.520704989026992,21.613965781858678,196231600
2016-02-17,22.31911849975586,22.33958974795907,21.87100711106077,21.98928948337225,179452800
2016-02-18,21.896024703979492,22.49426367711747,21.857353905333543,22.482889606555805,156084000
2016-02-19,21.845983505249023,22.009760417382484,21.791391779684428,21.83688459508165,141496800
2016-02-22,22.037059783935547,22.041610107641716,21.818691102919704,21.90740332534989,137123200
2016-02-23,21.538902282714844,21.95061798174682,21.507056965410694,21.92787157444952,127770400
2016-02-24,21.85963249206543,21.923323132136613,21.22727294358755,21.377402368418014,145022800
2016-02-25,22.00975799560547,22.00975799560547,21.666281550198946,21.848256262644124,110330800
2016-02-26,22.04387855529785,22.296365910006482,21.968813855969604,22.109842609985662,115964400
2016-02-29,21.993839263916016,22.344139519859407,21.984740353125822,22.032508333194496,140865200
2016-03-01,22.867319107055664,22.92191084884886,22.15989468406151,22.212212999216785,201628400
2016-03-02,22.9173583984375,22.949203720404107,22.664869248959473,22.8627666658433,132678400
2016-03-03,23.087961196899414,23.1357291842264,22.849119524824435,22.878691423245936,147822800
2016-03-04,23.43143653869629,23.59976206654897,23.058389836190376,23.28585742237398,184220400
2016-03-07,23.172121047973633,23.39048969813145,22.965124734594173,23.290403416019203,143315600
2016-03-08,22.981048583984375,23.14710067558947,22.83774463799302,22.92418169082973,126247600
2016-03-09,23.00152015686035,23.106155025593015,22.808171343644165,23.044737812907478,108806800
2016-03-10,23.012893676757812,23.256283907624805,22.780877518584724,23.067487143160758,134054400
2016-03-11,23.26082992553711,23.26537851250887,23.087954118138327,23.25627960312583,109632800
2016-03-14,23.31998062133789,23.40869459348064,23.15165506136916,23.181226963896837,100304400
2016-03-15,23.788549423217773,23.9250295638334,23.622497399585345,23.64751896116611,160270800
2016-03-16,24.10474395751953,24.182082115271168,23.790837531388217,23.795387855632555,153214000
2016-03-17,24.066070556640625,24.218473418092056,23.874996887818018,24.00237817673982,137682800
2016-03-18,24.09336280822754,24.225294405533155,23.92731246630815,24.18889876402552,176820800
2016-03-21,24.091089248657227,24.486882302940177,23.91593826189222,24.09563783610061,142010800
2016-03-22,24.275341033935547,24.40499748842229,23.931864493458757,23.940963405143435,129777600
2016-03-23,24.141132354736328,24.354952423887728,24.08881578596938,24.22074739184747,102814000
2016-03-24,24.036497116088867,24.168428719959845,23.859072693509177,23.991004297380154,104532000
2016-03-28,23.927316665649414,24.1547842586745,23.897744767874546,24.11156486065893,77645600
2016-03-29,24.493709564208984,24.51873113733492,23.856799633541403,23.859074795309198,124760400
2016-03-30,24.921344757080078,25.116966993110236,24.702976112650077,24.71435018456986,182404400
2016-03-31,24.791688919067383,24.998685232017372,24.766667348591234,24.957741001732746,103553600
2016-04-01,25.01915740966797,25.02143257127942,24.611990253209825,24.743921859636675,103496000
2016-04-04,25.276201248168945,25.519591519527523,25.082852392845112,25.116972881163445,149424800
2016-04-05,24.978214263916016,25.187485755272856,24.88950204705036,24.90997503156392,106314800
2016-04-06,25.239805221557617,25.24435554550029,24.839461751167317,25.073754841892164,105616400
2016-04-07,24.6893310546875,25.116969475362133,24.593795088702723,25.010059436333503,127207600
2016-04-08,24.716629028320312,24.969116455245747,24.60516866030821,24.7734959255118,94326800
2016-04-11,24.798511505126953,25.160185811584803,24.75529385078219,24.787139168905565,117630000
2016-04-12,25.12151527404785,25.135162770890474,24.71662333694728,24.871299595669225,108929200
2016-04-13,25.48546600341797,25.55370523115222,25.20340671081554,25.20340671081554,133029200
2016-04-14,25.499113082885742,25.565078883419442,25.32396382559538,25.389929626129085,101895600
